,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,bus_id
all,pick choose 2,place get 2,absolutely reccomend 1,meat usually discounts different 1,meat deli love services especially 1,meat pies 1,meat pies overflowing 1,meat pies overflowing tasty 1,meat pies overflowing tasty beef 1,meat usually 1,meat usually discounts 1,meat usually discounts different types 1,meat deli love 1,mediterranean food 1,mediterranean food healthy 1,mediterranean food healthy oh 1,mediterranean food healthy oh tasty 1,mediterranean lots 1,mediterranean lots prepared 1,mediterranean lots prepared goods 1,meat deli love services 1,-4sfzbT4ok5gSzqsng3jig
all,black bean 2,accomodating place 1,people black 1,place dishes tasted home 1,place dishes tasted 1,place dishes 1,people black bean beef come 1,people black bean beef 1,people black bean 1,ordered mixed veg black bean 1,place legit 1,ordered mixed veg black 1,ordered mixed veg 1,ordered mixed 1,order take times week really 1,order take times week 1,place dishes tasted home made 1,place legit food 1,order take 1,pure shrimp less flour 1,really clean 1,BIVzuTOW-KlYIOhrM5CVkQ
all,onion rings 2,absolutely amazing 1,pm wednesday night 1,prices low side average 1,prices low side 1,prices low 1,price service cleanliness attitude owner 1,price service cleanliness attitude 1,price service cleanliness 1,price service 1,pm wednesday night fast service 1,pm wednesday night fast 1,pm wednesday 1,quality great 1,place met exceeded expectations absolutely 1,place met exceeded expectations 1,place met exceeded 1,place met 1,place adel blesses us authentic 1,place adel blesses us 1,place adel blesses 1,qyn7omw8zzS5vhR2O-VcnA
all,already tell 1,pretty cool love 1,party four 1,park hub old strathcona hope 1,park hub old strathcona 1,park hub old 1,park hub 1,old strathcona hope night market 1,old strathcona hope night 1,old strathcona hope 1,old strathcona 1,often well worth wait 1,often well worth 1,often well 1,none avail sunday went poutine 1,none avail sunday went 1,none avail sunday 1,none avail 1,nights like 1,night marketplace event give stars 1,night marketplace event give 1,gBNwJuTy8m67-aCpk9R2NA
all,baked goods 3,staff always 3,sausage rolls 3,dutch delicious 2,one thing 2,dutch treats 2,worth stop 2,take home 2,much love 2,one favourite 2,fresh bread 2,feel like 2,candy wall 2,good also 2,always friendly 2,real cream 2,staff super friendly 2,super friendly 2,staff super 2,customer service 2,experience staff 2,3bDVXWqAZZbSp7bS8aYhfg
all,character favourite 1,sauce pizza 1,put honey hot sauce 1,put honey hot 1,put honey 1,pizza highlight truth eat daily 1,pizza highlight truth eat 1,pizza highlight truth 1,pizza highlight 1,pizza good value friendly staff 1,pizza good value friendly 1,pizza good value 1,pizza good 1,night crew great selection slices 1,night crew great selection 1,night crew great 1,night crew 1,late night crew great selection 1,late night crew great 1,late night crew 1,late night 1,gwbZhtQiQaS8EPwzpTPnTQ
all,amazing hits 1,spots pizza without making 1,terwillegar years 1,taste amazing hits spots pizza 1,taste amazing hits spots 1,taste amazing hits 1,taste amazing 1,super greasy taste amazing hits 1,super greasy taste amazing 1,super greasy taste 1,super greasy 1,stars great pizza 1,stars great 1,spots pizza without making feel 1,spots pizza without 1,terwillegar years finally decided 1,spots pizza 1,see zero grease paper pizza 1,see zero grease paper 1,see zero grease 1,see zero 1,BPCauBeb0Gxk_MP3TnJjhA
all,love love 2,always friendly 1,night good snacks priced 1,love love hotel guestrooms 1,love love hotel guestrooms spacious 1,love love love 1,love love love hotel 1,love love love hotel guestrooms 1,night good 1,night good snacks 1,night good snacks priced drinks 1,packed ufc 1,packed ufc nights 1,plus always 1,plus always packed 1,plus always packed ufc 1,plus always packed ufc nights 1,priced drinks 1,love love hotel 1,love hotel guestrooms spacious always 1,huge good 1,3P-Ytd1kmiuOgEiH_60i3A
all,thin crust 3,amazing food 3,staff friendly 3,reasonably priced 3,italian restaurant 3,highly recommend 3,reasonably priced portions 2,restaurant edmonton 2,panini meal 2,month november 2,top notch 2,stone baked 2,italian food 2,panini italian cucina 2,night pizza 2,really well 2,pasta pizza 2,go italian restaurant 2,go italian 2,stumbled upon 2,favourite places 2,IppdfayfahhTBhCt3RID3Q
all,amazing washrooms 1,north korea believe 1,people serving buns covered 1,people serving buns 1,people serving 1,people north korea believe kim 1,people north korea believe 1,people north korea 1,people north 1,one best drive amazing washrooms 1,one best drive amazing 1,one best drive 1,one best 1,north korea believe kim jong 1,north korea believe kim 1,north korea 1,people think 1,never uses toilet mcdonalds one 1,never uses toilet mcdonalds 1,never uses toilet 1,never uses 1,VRwqMoWUebBzeg-dGOR9VA
all,dog named bruin 2,liquor store 2,named bruin 2,dog named 2,huge improvement 2,beer cooler 2,range bucks also really 1,range bucks also really great 1,rather country prefer 1,range really 1,range bucks also 1,range really reasonable 1,range really reasonable prices 1,range really reasonable prices actually 1,range bucks 1,products help find looking often 1,rather country 1,across canada 1,rather country prefer shop 1,products help find 1,rather country prefer shop country 1,zjBN9zjWfdvgbRpOzmmGiA
all,next time 3,able try 1,pop shazammed 1,plan visiting next time town 1,playlist service 1,playlist service stellar 1,playlist service stellar price 1,playlist service stellar price great 1,pop shazammed added 1,prices well try 1,pop shazammed added spotify 1,pop shazammed added spotify playlist 1,price great 1,price great food 1,price great food amazing 1,price great food amazing definitely 1,plan visiting next time 1,plan visiting next 1,plan visiting 1,place deliver ambiance cor lovely 1,place deliver ambiance cor 1,VL9BE20eDQVZ4sqQi_1CPw
all,always hot 1,pleasantly surprised cleanliness place waitress 1,place million times 1,place million times finally 1,place million times finally decided 1,place try 1,place waitress 1,place waitress constantly 1,place waitress constantly wiping 1,place waitress constantly wiping serving 1,pleasantly surprised 1,pleasantly surprised cleanliness 1,pleasantly surprised cleanliness place 1,recommend giving 1,always hot fresh 1,recommend giving place 1,recommend giving place try 1,right would 1,right would recommend 1,right would recommend giving 1,right would recommend giving place 1,GmLuZnGbNvNbekQERI2sVA
all,mousse cake 3,dessert parfait 2,yuzu mousse cake 2,tsujiri parfait 2,little shop 2,yuzu mousse 2,ice cream 2,next time 2,houjicha latte 2,perfectly sweet matcha flavour quite 1,posters one 1,pride work exceptionally rare describe 1,posters one highlights 1,posters one highlights experience 1,posters one highlights experience next 1,pride work 1,pride work exceptionally 1,pride work exceptionally rare 1,perfectly sweet matcha flavour 1,perfectly sweet matcha 1,perfectly sweet 1,mYcdkeLn32Ab9VXE5-HniA
all,beef donair 4,thing tasty heck 2,thing tasty heck friendly 2,eaten beef 2,eaten beef donair 2,eaten beef donair times 2,eaten beef donair times say 2,even want 2,even want try 2,even want try items 2,lady runs always 2,lady runs 2,reasonable get better tried donair 2,times say last year lady 2,times say last year 2,times say last 2,times say 2,fast clean 2,fast clean reasonable 2,fast clean reasonable get 2,fast clean reasonable get better 2,qiHFB9B4ZI4uA54YmNQTbg
all,best blizzard 1,probably best blizzard 1,last week even sale 1,location last 1,location last week 1,location last week even 1,location last week even sale 1,probably best 1,probably best blizzard ever 1,best blizzard ever 1,probably best blizzard ever dairy 1,queen location 1,queen location last 1,queen location last week 1,queen location last week even 1,week even 1,last week even 1,last week 1,ever dairy queen location last 1,ever dairy queen location 1,ever dairy queen 1,vXnzRYVh-q_HirjFm_eS8Q
all,staff friendly 2,lemongrass beef 2,indian food 2,basmati rice 2,cafeteria style 2,time ordered 2,plain basmati rice naan many 1,portions generous 1,plain basmati rice naan 1,portions generous skip 1,portions indian sodas also enjoyable 1,portions generous skip dessert 1,portions generous skip dessert front 1,plain basmati rice 1,portions indian 1,plain basmati 1,portions indian sodas 1,portions indian sodas also 1,actually nice 1,place try like full 1,pretty sure 1,CRKG_uJhx-oJB9rLBhuEBw
all,deserves welcoming 1,review man deserves 1,man deserves welcoming establishment 1,man deserves welcoming establishment great 1,menu friendly 1,menu friendly staff 1,menu friendly staff thanks 1,menu friendly staff thanks guys 1,review man 1,review man deserves welcoming 1,deserves welcoming establishment 1,review man deserves welcoming establishment 1,staff thanks 1,staff thanks guys 1,thanks guys 1,welcoming establishment 1,welcoming establishment great 1,welcoming establishment great menu 1,man deserves welcoming 1,man deserves 1,great menu friendly staff thanks 1,GsR6sSokCDzBvV9FL85Omw
all,always fresh 1,make feel good 1,fresh hot 1,fresh hot dining 1,fresh hot dining room 1,fresh hot dining room beautiful 1,good place 1,good place come 1,good place come eat 1,good place come eat always 1,hot dining 1,hot dining room 1,hot dining room beautiful 1,hot dining room beautiful cozy 1,make feel 1,mood dining 1,always fresh hot 1,mood dining fireplace 1,mood dining fireplace songs 1,mood dining fireplace songs make 1,place come 1,pq7ojvhTFGaynpLZFyX4Bg
all,back soon 1,family owned 1,scared location 1,sandwiches soup look great get 1,sandwiches soup look great 1,sandwiches soup look 1,sandwiches soup 1,sandwich flowing tuna back soon 1,sandwich flowing tuna back 1,sandwich flowing tuna 1,sandwich flowing 1,restaurant fantastic food sandwiches soup 1,restaurant fantastic food sandwiches 1,restaurant fantastic food 1,restaurant fantastic 1,place soup tasty hot tuna 1,place soup tasty hot 1,place soup tasty 1,place soup 1,past korean menu delicious 1,past korean menu 1,yn_2mCd3ddkPbfXzp2786Q
all,deer calgary 2,like burgers 2,red deer 2,red deer calgary 2,peter whether edmonton red deer 1,pete simply 1,pete simply claims 1,pete simply claims drive 1,pete simply claims drive thru 1,peter drive 1,peter whether 1,peter whether edmonton 1,peter whether edmonton red 1,actual fruit 1,peters air 1,pete generations red deer 1,peters air fresheners 1,peters air fresheners added 1,peters air fresheners added nice 1,peters patties 1,peters patties quite 1,fzFyt_Ot-HOmAWX___HG9g
all,also like 1,place super 1,people know 1,people know know 1,people know know orders 1,people know know orders shows 1,place breakfast 1,place breakfast weekends 1,place breakfast weekends around 1,place breakfast weekends around shopping 1,place super friendly 1,recommend place breakfast weekends around 1,place super friendly customer 1,place super friendly customer service 1,pretty good 1,pretty good also 1,pretty good also like 1,pretty good also like taste 1,recommend place 1,recommend place breakfast 1,orders shows lot regulars recommend 1,5DFvFAo3zI7sMPspDZKGNg
all,stony plain 3,family owned 3,plain road 3,stony plain road 3,coffee chocolate 2,small tables outside 2,small tables 2,coffee shop 2,chocolate drinks 2,tables outside 2,one best 2,nice expanded include healthy 1,nice expanded include 1,nice expanded 1,new favourite coffee shop wonderful 1,nachos would nice expanded include 1,new favourite coffee shop 1,new favourite coffee 1,new favourite 1,new favorite place city try 1,need try family owned see 1,DQ40RrKUpAra--v6C0Q_2A
all,also friendly 1,pizza place 1,pizza cooked immediately full 1,pizza cooked immediately 1,pizza cooked 1,pizza best non chain pizza 1,pizza best non chain 1,pizza best non 1,pizza best 1,pizza awesome cheesy tasty great 1,pizza awesome cheesy tasty 1,pizza awesome cheesy 1,pizza awesome 1,pizza area far bet eat 1,pizza area far bet 1,pizza area far 1,pizza area 1,pile everything meat lovers awesome 1,pile everything meat lovers 1,pile everything meat 1,pile everything 1,TEj71Y_XGuo7QRnVKDFSyA
all,another visit 1,often grab breakfast heading busy 1,hash browns better thicker crispier 1,heading busy 1,heading busy days 1,heading busy days stomach 1,heading busy days stomach another 1,might new 1,might new fast 1,might new fast food 1,might new fast food breakfast 1,much better 1,much better might 1,much better might new 1,much better might new fast 1,new fast 1,new fast food 1,new fast food breakfast 1,new fast food breakfast place 1,often grab 1,often grab breakfast 1,Kcoa5T5_7m2dFDukbDC-ow
all,big pizzas 1,pizza incredible prices 1,places make 1,pizzas places make inches ordered 1,pizzas places make inches 1,pizzas places make 1,pizzas places 1,pizzas get pretty big pizzas 1,pizzas get pretty big 1,pizzas get pretty 1,pizzas get 1,pizza incredible prices great size 1,pizza incredible prices great 1,pizza incredible 1,places make inches ordered 1,perfectly done tasty sauces ordered 1,perfectly done tasty sauces 1,perfectly done tasty 1,perfectly done 1,ordering next time order pizzas 1,ordering next time order 1,RPwOBP4xt1LT-1ckGa6iiA
all,love love 2,cream pie 2,accurate else 1,perfect ending great home style 1,perfect balance light salty 1,perfect balance light salty broth 1,perfect ending 1,perfect ending great 1,perfect ending great home 1,perfectly capable 1,perfect balance 1,perfectly capable much 1,perfectly capable much easier 1,perfectly capable much easier guys 1,picked went 1,picked went chicken 1,perfect balance light 1,past always time orders accurate 1,picked went chicken noodle soup 1,past always time orders 1,past always time 1,ogHkW5OhP8xi1on4gLdlHw
all,best never 1,owned business 1,long prices good much 1,long prices good much better 1,much better 1,much better big 1,much better big chains 1,much better big chains family 1,never wait 1,never wait long 1,never wait long prices 1,never wait long prices good 1,one regular 1,one regular places 1,one regular places like 1,one regular places like double 1,places like 1,best never wait 1,places like double 1,places like double hawaiian 1,places like double hawaiian best 1,oCOd4XV3dkFCV8SJB8r_gw
all,frickn chickn 3,chicken thighs 3,hot spicy 3,pesto potatoes 2,skip dishes 2,baby potatoes 2,ordered take 2,chicken chilli 2,loved wings 2,staff friendly 2,place nightly basis 1,place nightly 1,piece baklava flaky 1,piece baklava 1,platter like 1,pictures best food awesome 1,pictures best food 1,pictures best 1,platter like chicken 1,picky glad loved wings 1,picky glad loved 1,QJHIAkS78c0jtSxYFnow5g
all,airy restaurant 1,standard restaurant 1,restaurant food food good 1,restaurant food food good staff 1,service big 1,service big airy 1,service big airy restaurant 1,staff great 1,staff great quick 1,staff great quick service 1,staff great quick service big 1,standard restaurant food 1,big airy 1,standard restaurant food food 1,standard restaurant food food good 1,western standard 1,western standard restaurant 1,western standard restaurant food 1,western standard restaurant food food 1,yes western 1,yes western standard 1,hmdu_rX5N-lQT5h0r5bBQg
all,ice cream 10,maple raspberry donut 2,maple raspberry 2,raspberry donut 2,try different 2,allergy challenges 1,per scoop 1,outside willing 1,outside willing try 1,outside willing try different 1,outside willing try different creative 1,party best 1,per scoop ice cream 1,per scoop ice 1,others go wrong cookies 1,per scoop ice cream smooth 1,pick ones 1,pick ones want 1,pirate bounty 1,pirate bounty board 1,pirate bounty board flavours 1,r0fvIc7ux77He2Abl6XT8w
all,jerk chicken 5,lb jerk 2,loved loved 2,mac cheese 2,chicken pork 2,yes yes 2,jerk chicken pork 2,packaged meats prepare home 1,perfect people would feed least 1,people would 1,people would feed 1,people would feed least 1,people would feed least platter 1,perfect people 1,perfect people would 1,perfect people would feed 1,perfect spot 1,packaged meats prepare home good 1,owners offer tastes home edmontonians 1,perfect spot chicken 1,perfect spot chicken rice 1,P2ZNB33FRQBdfKYGeS8irw
all,bubble tea 10,bubble tea places 3,tapioca pearls 3,tea places 3,milk tea 3,avocado smoothie 3,best bubble tea 2,chicken wings 2,best bubble 2,time ordered 2,really happy got usually would 1,reasonable amount 1,really happy got 1,reasonable amount seating quiet would 1,reasonable amount seating quiet 1,reasonable amount seating 1,really tasty second time 1,really tasty second time ordered 1,really tasty 1,really happy got usually 1,really tasty second 1,38gOYYqd3QQEBL-cmd0J4g
all,always order 1,always order online 1,order online get points 1,order online get 1,order online 1,online get points free pizza 1,online get points free 1,online get points 1,online get 1,location helpful staff great prices 1,location helpful staff great 1,location helpful staff 1,location helpful 1,helpful staff great prices boyfriend 1,helpful staff great prices 1,helpful staff great 1,helpful staff 1,order online get points free 1,ordering time 1,pizza dips 1,staff great 1,l8eXMTQyC3XRv34F_-zuYw
all,caramel apple 3,doughnut party 3,everything bagel 3,pre orders 2,basic witch 2,london fog 2,vegan options 2,richie location 2,online order 2,original convenient 1,original convenient place actually problem 1,otherwise looks 1,original convenient place actually 1,otherwise looks feels 1,original convenient place 1,otherwise looks feels like 1,access attention 1,orders really seem help 1,orders really seem help spread 1,pandemic stepped 1,orders really seem 1,fM8SEJJndoP2oRpJDs6NgQ
all,prompt responses 2,accommodated needs 1,personalized service ever experienced 1,patient answer questions accommodated 1,patient answer questions accommodated needs 1,people magathan 1,people magathan dental 1,people magathan dental centre 1,personalized service 1,personalized service ever 1,personalized service ever experienced passionate 1,pretty tight 1,positive feedback 1,positive feedback would 1,positive feedback would highly 1,positive feedback would highly recommend 1,prepared unexpectedly 1,prepared unexpectedly including 1,prepared unexpectedly including bacon 1,patient answer questions 1,patient answer 1,FJUdtYfTuJIogXLN60Rcdg
all,butter chicken 7,take home 3,punjab sweets 2,east indian 2,asian village 2,dinner buffet 2,lunch buffet 2,new asian 2,new asian village 2,prices reasonable 1,probably least decent really often 1,played cleared quickly new 1,played cleared quickly 1,played cleared 1,place stood lot shady strip 1,place stood lot shady 1,probably least decent 1,probably least decent really 1,place stood lot 1,place stood 1,place renovating past years atmosphere 1,-bi-PRIZg0ercEOnUcuiHw
all,spring rolls 5,vermicelli bowls 3,want try pho 2,chicken vermicelli bowls 2,bowls love spring 2,bowls love 2,rolls also 2,rolls also want 2,vermicelli bowls love spring rolls 2,want try 2,chicken vermicelli bowls love spring 2,chicken vermicelli bowls love 2,rolls also want try 2,chicken vermicelli 2,bowls love spring rolls also 2,friendly excellent chicken vermicelli bowls 2,friendly excellent chicken vermicelli 2,spring rolls also 2,spring rolls also want 2,spring rolls also want try 2,friendly excellent chicken 2,r8xPU4YrXlidnfQjje2HqA
all,always excellent 1,latte waiting delicious holiday 1,never issues service always excellent 1,never issues service always 1,never issues service 1,never issues 1,lineup quickly seated enjoying latte 1,lineup quickly seated enjoying 1,lineup quickly seated 1,lineup quickly 1,latte waiting delicious holiday wish 1,latte waiting delicious 1,always great 1,latte waiting 1,issues service always excellent 1,issues service always 1,issues service 1,holiday wish come table 1,holiday wish come 1,holiday wish 1,great breakfast despite lineup quickly 1,ngOdfJ6lK2eR629ZVj9jvQ
all,absolutely sensational 1,ordered delivery format red 1,reassuring bonus 1,pies absolutely sensational 1,pies absolutely 1,perfection crispy juicy enough flavour 1,perfection crispy juicy enough 1,perfection crispy juicy 1,perfection crispy 1,peach mango pies absolutely sensational 1,peach mango pies absolutely 1,peach mango pies 1,peach mango 1,ordered delivery format red sticker 1,ordered delivery format 1,reassuring bonus fried chicken 1,ordered delivery 1,mango pies absolutely sensational 1,mango pies absolutely 1,mango pies 1,let forget famous peach mango 1,OHBWV-aG8_XfSJfAWwS0QQ
all,absolutely delicious 1,peach shrimp absolutely delicious eaten 1,peach shrimp absolutely 1,peach shrimp 1,pad thai ever chicken big 1,pad thai ever chicken 1,pad thai ever 1,pad thai 1,never disappoints absolutely regulars 1,never disappoints absolutely 1,never disappoints 1,make best pad thai ever 1,make best pad thai 1,make best pad 1,make best 1,lots peanuts big portions good 1,lots peanuts big portions 1,lots peanuts big 1,lots peanuts 1,lot never disappoints absolutely regulars 1,lot never disappoints absolutely 1,nNVg_HmB3QrG2U_Ul4ffaA
all,green tea 4,sushi bar 3,tea ice cream 3,japanese village 3,green tea ice cream 3,green tea ice 3,ice cream 3,japanese restaurants 3,japanese food 3,tea ice 3,one part 2,miso soup 2,long hallway 2,every time 2,stay open 2,much better 2,go shogun 2,japanese restaurant 2,hidden gem 2,lunch menu 2,bean sprouts 2,Ei2DlnEwMHkCAbZ0qz33hg
all,go lunch 2,friendly efficient 2,california club 2,favourite lunch 2,weekday lunch 2,lunch hour 2,always friendly 2,sandwich lunch 2,fast food 2,staff always friendly 2,staff always 2,perfect size lunch 1,place go 1,place family go lunch sometimes 1,place family go lunch 1,place family go 1,place family 1,perfect size lunch costs 1,perfect size 1,place city center mall staff 1,place city center mall 1,lMQVZQDBNd2NeH5cIjsUyg
all,baked goods 2,french toast 2,open space 2,next time 2,private event 2,hosting private 2,got soy 2,nook cafe 2,really good 2,cinnamon bun 2,forward returning 2,one almost much 1,one almost 1,one almost much two 1,nook today place beyond adorbs 1,one next 1,one next time 1,one next time looked 1,one next time looked delicious 1,open inviting 1,open inviting outside 1,XUnOrn2ZPom7cJCfG9syXw
all,accurate service 1,owner already 1,packed acknowledged quickly way time 1,packed acknowledged quickly way 1,packed acknowledged quickly 1,packed acknowledged 1,owner already writing drink cup 1,owner already writing drink 1,owner already writing 1,ordered went back great made 1,place awesome rd 1,ordered went back great 1,ordered went back 1,ordered went 1,ordered specialty drink day got 1,ordered specialty drink day 1,ordered specialty drink 1,ordered specialty 1,place awesome 1,place awesome rd visit 1,order anymore owner already 1,8GV2FoK0nkVKC6xMoKNKHA
all,silk road 17,silk road spice merchant 5,herbs spices 5,road spice 5,road spice merchant 5,spice merchant 5,silk road spice 5,grocery store 4,whyte ave 3,long pepper 3,chili lime 3,chili lime seasoning 3,go back 3,saltwater chili 3,saltwater chili lime 3,saltwater chili lime seasoning 3,staff friendly 3,staff knowledgeable 3,spices herbs 3,great place 3,javanese long 3,9J_DhVJbnGSpDVP6qS9V_Q
all,addition community 1,owners awesome got client life 1,place exceeded expectations 1,place exceeded 1,pizza worth try 1,pizza worth 1,pizza wings place place priced 1,pizza wings place place 1,pizza wings place 1,pizza wings 1,pizza jumbo donair fed ppl 1,pizza jumbo donair fed 1,pizza jumbo donair 1,pizza jumbo 1,pizza good tried much else 1,pizza good tried much 1,pizza good tried 1,pizza good 1,pizza far best ive ever 1,pizza far best ive 1,pizza far best 1,D27EbvHituEpaFli7itYUw
all,coming back 3,original joe 3,pulled pork 3,side dishes 2,food great 2,definitely coming back 2,definitely coming 2,place always 2,food fresh 2,dill dip 2,generous portions 2,love love 2,people watching 2,fish tacos 2,highly recommend 2,steak sandwich 2,service great 2,great service 2,nan bread 2,people watching manage get big 1,perfectly chilled keeps coming back 1,rPCdcIzXOeeAFfaUhdJJ6A
all,get cookies 2,next time 2,confetti sweets 2,able go 1,picked next time 1,peanut butter might 1,peanut butter might calling 1,peanut butter might calling name 1,people finished 1,people finished dozen 1,people finished dozen record 1,people finished dozen record time 1,picked next 1,picked next time peanut 1,packaged dozen day two old 1,picked next time peanut butter 1,pink inside 1,pink inside smells 1,pink inside smells amazing 1,pink inside smells amazing think 1,place beyond 1,Y4VxMLogAv-Go3FX_ajnag
all,cured meats 4,lucky enough 2,everything tried 2,made products 2,grilled cheese 2,house made 2,house made products 2,beer mustard 2,meat club 2,next week 2,pickles well wide 1,place awesome walked thursday 1,place awesome walked 1,place awesome 1,place awesome walked thursday afternoon 1,pickles well wide selection house 1,place working 1,pickles well wide selection 1,pickled grapes miso maple mustard 1,pickles well 1,place working restaurant got 1,BZewiqgakTEbKnjcYgkPWw
all,capital pizza 4,old school 3,seafood lasagna 2,famous meat 2,steak fries 2,good service 2,great service 2,food good 2,food family 2,meat sauce 2,famous meat sauce 2,good well 2,put greet everyone voted number 1,past one 1,perfectly well done 1,perfectly well 1,people care work restaurant business 1,people care work restaurant 1,people care work 1,people care 1,past one even blink find 1,DlIuNdfz-lvruXIkqosJQw
all,fried squid 5,bo hue 5,bun bo 5,bun bo hue 5,beef noodle 4,noodle soup 4,vietnamese restaurant 3,ginger beef 3,deep fried 3,vermicelli bowl 3,spicy beef 3,vermicelli bowls 3,one best 3,salad rolls 3,beef noodle soup 3,hue best 2,vietnamese fresh 2,deep fried squid 2,dish ordered 2,colour vermicelli bowl 2,pho place 2,w4IQgsop_jBhxfW7CtY7IA
all,meal vegan 2,plant based 2,every dish 2,recommend place 2,highly recommend place 2,love food 2,avocado toast 2,highly recommend 2,potatoes veggies place clean 1,potatoes veggies place 1,presentation beautiful 1,potatoes veggies 1,presentation beautiful looks 1,portion easy regular size filling 1,presentation beautiful looks like 1,portion easy regular size 1,portion easy regular 1,portion easy 1,potatoes veggies place clean really 1,accidentally stumbled 1,presentation beautiful looks like lot 1,LlgWabui8jnUWzuq1oR3iQ
all,came greek salad 2,came greek 2,greek salad 2,also gave 2,could ate 2,owner also 1,ordering take various restaurants koutouki 1,overly sweet 1,overly sweet fresh 1,overly sweet fresh also 1,overly sweet fresh also gave 1,owner also gave free 1,owner also gave 1,ordering take various 1,owner also gave free dessert 1,packaged months 1,packaged months ordering 1,packaged months ordering take 1,ordering take various restaurants 1,ordering take 1,passtachio rich 1,_btEd4zwjdy80WQTOPm6Hg
all,portions generous 2,place always 2,donair shop 2,pop also get 1,popular already fine place 1,popular already fine 1,popular already 1,pop also get side sauce 1,pop also get side 1,pop also 1,places touch spice flavor average 1,places touch spice flavor 1,places touch spice 1,places touch 1,places supers meat made house 1,places supers meat made 1,popular already fine place always 1,add mine 1,places supers 1,portions generous meat 1,portions generous meat omg 1,sSMiJAKdI3fx9ufmLInR5Q
all,tap cask 4,great time 4,tool shed 3,brew dog 3,super cool 2,weather best 2,different breweries 2,put good tune food 1,put good 1,put abf wait next event 1,put abf wait next 1,put abf wait 1,put abf 1,punk ipa granville island mocha 1,punk ipa granville island 1,punk ipa granville 1,punk ipa 1,problems could occur also plenty 1,problems could occur also 1,problems could occur 1,problems could 1,w8jrNg4LwDc1snIpq8eafQ
all,places edmonton 3,one best 3,fresh tasty 2,best place 2,van loc 2,food truck 2,satay sub 2,combo sub 2,polite organized 1,plentiful tasty veggies herbs also 1,polite organized everything 1,price especially food truck satay 1,plentiful tasty veggies herbs 1,polite organized everything fresh tasty 1,price especially 1,price especially food 1,plentiful tasty veggies 1,plentiful tasty 1,price especially food truck 1,polite organized everything fresh 1,absolutely amazing 1,UYBnekXmEw4kWSnxULgaOw
all,would recommend 3,hidden gem 3,wedding cake 3,forest cake 2,first time 2,wedding day 2,black forest 2,black forest cake 2,definitely back 2,owners friendliest sweetest 1,owners friendliest 1,owners easy work sometimes felt 1,owners easy work sometimes 1,owners easy work 1,owners easy 1,overall happy wedding day 1,overall happy wedding day cake 1,overall happy wedding 1,overall happy 1,ordering future thanks superb cake 1,ordering future thanks superb 1,xi8Q_YcUKykkeiaBzAHmaw
all,hot dog 4,dog poutine 2,highly recommend 2,ruban dog 2,fat frank 2,poutine good 2,fries go 2,fat franks 2,open worth better vendor carts 1,opened actual 1,opened actual eat 1,opened actual eat place 1,ordered taco fries go got 1,opened actual eat place near 1,options food 1,options food toppings 1,options food toppings service 1,options food toppings service first 1,ordered taco 1,ordered taco fries 1,ordered taco fries go 1,d6nMMyfNmja2w4yM79XaGQ
all,guy working 2,second time 2,accommodate stuck 1,rec room play 1,really effective encouraging repeat visits 1,really quick 1,really quick think 1,really quick think next 1,really quick think next best 1,reasonable price 1,reasonable price would 1,reasonable price would recommend 1,reasonable price would recommend booking 1,rec room 1,rec room play paintball 1,really effective encouraging 1,rec room play paintball rec 1,rec sports 1,rec sports best 1,rec sports best price 1,rec sports best price hour 1,QevbkuS9DhSXLM94bxudNQ
all,keg cork 7,craft beer 6,growler station 4,liquor store 4,really good 4,pumpkin beer 3,six pack 3,wine selection 3,best place 2,selection craft 2,find looking 2,way make 2,best liquor 2,something new 2,staff wonderful 2,closer home 2,selection beer 2,helping find 2,tasting sessions 2,selection craft beer 2,great beer 2,tZqtnaobXYdf3piLCMoKBg
all,sushi every 2,sushi restaurant 2,fresh delicious 2,fresh delicious prices 2,delicious prices 2,miso soup 2,sushi place 2,service also 2,great food 2,good go 2,prices reasonable 2,prices good 2,reasonable prices good 1,reasonable sushi quality high 1,reasonable sushi quality 1,reasonable sushi 1,reasonable prices good sized portions 1,really liked 1,reasonable prices good sized 1,really liked like 1,reasonable prices 1,KkIHmOm9rl-2sQ63Ixdwhg
all,highly recommend 2,always clean 1,nice friendly one best burger 1,looks good eventually try everything 1,menu looks 1,menu looks good 1,menu looks good eventually 1,menu looks good eventually try 1,nice deal 1,nice deal always 1,nice deal always clean 1,nice deal always clean nice 1,nice friendly 1,nice friendly one 1,nice friendly one best 1,nice pleasant 1,looks good eventually 1,nice pleasant atmosphere 1,nice pleasant atmosphere owners 1,nice pleasant atmosphere owners really 1,one best 1,3c7UBeTh9A-VfRCyQ5GyCA
all,several times 3,restaurant several times 3,restaurant several 3,friendly food 3,ever also brought 2,pick almost per week 2,quick friendly food although salty 2,recommend vermicelli bowl pork spring 2,recommend vermicelli bowl pork 2,pick almost per week service 2,pick almost 2,pick almost per 2,quick friendly food 2,ever also brought family 2,recommend vermicelli bowl 2,recommend vermicelli 2,rinse fishy 2,food ever 2,quick friendly food although 2,service quick 2,food ever also brought 2,GW0b7o1wghFlQCoWv4zHgQ
